"","im_name","barb","length_counted","total_barbule_num","barbule_density","id"
"43","20231230_152127160","barb1",1.01215805471125,19,18.7717717717718,"PB152"
"44","20231230_152127160","barb2",1.00911854103343,18,17.8373493975904,"PB152"
"45","20231230_152127160","barb3",1.01519756838906,18,17.7305389221557,"PB152"
"46","20231230_152443776","barb1",1.00607902735562,19,18.8851963746224,"PB139"
"47","20231230_152443776","barb2",1.00911854103343,20,19.8192771084337,"PB139"
"48","20231230_152443776","barb3",1.00911854103343,20,19.8192771084337,"PB139"
"49","20231230_152514001","barb1",1.00303951367781,19,18.9424242424242,"PB139"
"50","20231230_152514001","barb2",1.01519756838906,19,18.7155688622755,"PB139"
"51","20231230_152514001","barb3",1.00911854103343,19,18.828313253012,"PB139"
"52","20231230_152557569","barb1",1.00911854103343,21,20.8102409638554,"PB139"
"53","20231230_152557569","barb2",1.00607902735562,20,19.8791540785498,"PB139"
"54","20231230_152557569","barb3",1.01215805471125,20,19.7597597597598,"PB139"
"55","20231230_152813154","barb1",1.01215805471125,21,20.7477477477477,"PB136"
"56","20231230_152813154","barb2",0.984802431610942,21,21.3240740740741,"PB136"
"57","20231230_152813154","barb3",0.978723404255319,21,21.4565217391304,"PB136"
"58","20231230_152836784","barb1",1.00911854103343,19,18.828313253012,"PB136"
"59","20231230_152836784","barb2",1.00607902735562,20,19.8791540785498,"PB136"
"60","20231230_152836784","barb3",1.01215805471125,20,19.7597597597598,"PB136"
"61","20231230_152901008","barb1",1.00911854103343,20,19.8192771084337,"PB136"
"62","20231230_152901008","barb2",1.00607902735562,19,18.8851963746224,"PB136"
"63","20231230_152901008","barb3",1.00911854103343,19,18.828313253012,"PB136"
"64","20231230_153134361","barb1",1.00911854103343,18,17.8373493975904,"PB135"
"65","20231230_153134361","barb2",1.01215805471125,19,18.7717717717718,"PB135"
"66","20231230_153134361","barb3",1.01519756838906,21,20.685628742515,"PB135"
"67","20231230_153155413","barb1",1.00607902735562,20,19.8791540785498,"PB135"
"68","20231230_153155413","barb2",1.00607902735562,21,20.8731117824773,"PB135"
"69","20231230_153155413","barb3",1.00303951367781,18,17.9454545454545,"PB135"
"70","20231230_153214949","barb1",1.00911854103343,17,16.8463855421687,"PB135"
"71","20231230_153214949","barb2",1.00911854103343,17,16.8463855421687,"PB135"
"72","20231230_153214949","barb3",1.00607902735562,18,17.8912386706949,"PB135"
"73","20231230_153353059","barb1",1.00607902735562,18,17.8912386706949,"PB131"
"74","20231230_153353059","barb2",1.01215805471125,19,18.7717717717718,"PB131"
"75","20231230_153353059","barb3",1.01519756838906,20,19.7005988023952,"PB131"
"76","20231230_153414244","barb1",1.0790273556231,21,19.4619718309859,"PB131"
"77","20231230_153414244","barb2",1.00607902735562,20,19.8791540785498,"PB131"
"78","20231230_153414244","barb3",1.10030395136778,21,19.085635359116,"PB131"
"79","20231230_153428828","barb1",1.01215805471125,19,18.7717717717718,"PB131"
"80","20231230_153428828","barb2",1.01519756838906,19,18.7155688622755,"PB131"
"81","20231230_153428828","barb3",1.00911854103343,19,18.828313253012,"PB131"
"82","20231230_153653960","barb1",1.00911854103343,17,16.8463855421687,"PB128"
"83","20231230_153653960","barb2",1.01823708206687,15,14.7313432835821,"PB128"
"84","20231230_153653960","barb3",1.00607902735562,16,15.9033232628399,"PB128"
"85","20231230_153747981","barb1",1.00303951367781,16,15.9515151515151,"PB128"
"86","20231230_153747981","barb2",1.01215805471125,16,15.8078078078078,"PB128"
"87","20231230_153747981","barb3",1.00911854103343,16,15.855421686747,"PB128"
"88","20231230_153817844","barb1",1.01215805471125,18,17.7837837837838,"PB128"
"89","20231230_153817844","barb2",1.05471124620061,20,18.9625360230548,"PB128"
"90","20231230_153817844","barb3",1.01215805471125,17,16.7957957957958,"PB128"
"91","20231230_153953774","barb1",1.00911854103343,21,20.8102409638554,"PB127"
"92","20231230_153953774","barb2",1.04863221884498,21,20.0260869565217,"PB127"
"93","20231230_153953774","barb3",1.00607902735562,19,18.8851963746224,"PB127"
"94","20231230_154030946","barb1",1.01215805471125,18,17.7837837837838,"PB127"
"95","20231230_154030946","barb2",1.00911854103343,17,16.8463855421687,"PB127"
"96","20231230_154030946","barb3",1.00911854103343,15,14.8644578313253,"PB127"
"97","20231230_154047357","barb1",1.01519756838906,19,18.7155688622755,"PB127"
"98","20231230_154047357","barb2",1.00911854103343,20,19.8192771084337,"PB127"
"99","20231230_154047357","barb3",1.00911854103343,20,19.8192771084337,"PB127"
"100","20231230_154248565","barb1",1.00911854103343,19,18.828313253012,"PB126"
"101","20231230_154248565","barb2",1.01215805471125,19,18.7717717717718,"PB126"
"102","20231230_154248565","barb3",1.03039513677812,18,17.4690265486726,"PB126"
"103","20231230_154307708","barb1",1.03647416413374,17,16.4017595307918,"PB126"
"104","20231230_154307708","barb2",1.0273556231003,15,14.6005917159763,"PB126"
"105","20231230_154307708","barb3",1.00303951367781,14,13.9575757575758,"PB126"
"106","20231230_154350800","barb1",1.01215805471125,17,16.7957957957958,"PB126"
"107","20231230_154350800","barb2",1.00607902735562,17,16.8972809667674,"PB126"
"108","20231230_154350800","barb3",1.00911854103343,16,15.855421686747,"PB126"
"109","20231230_154517370","barb1",1.00607902735562,22,21.8670694864048,"PB115"
"110","20231230_154517370","barb2",1.01215805471125,22,21.7357357357357,"PB115"
"111","20231230_154517370","barb3",1.00911854103343,23,22.7921686746988,"PB115"
"112","20231230_154604548","barb1",1.01215805471125,21,20.7477477477477,"PB115"
"113","20231230_154604548","barb2",1.00607902735562,20,19.8791540785498,"PB115"
"114","20231230_154604548","barb3",1.00303951367781,18,17.9454545454545,"PB115"
"115","20231230_154625107","barb1",1.00911854103343,20,19.8192771084337,"PB115"
"116","20231230_154625107","barb2",1.00911854103343,20,19.8192771084337,"PB115"
"117","20231230_154625107","barb3",1.01519756838906,19,18.7155688622755,"PB115"
"118","20231230_154753351","barb1",1.00607902735562,22,21.8670694864048,"PB114"
"119","20231230_154753351","barb2",1.00911854103343,23,22.7921686746988,"PB114"
"120","20231230_154753351","barb3",1.00607902735562,21,20.8731117824773,"PB114"
"121","20231230_154815393","barb1",1.00911854103343,21,20.8102409638554,"PB114"
"122","20231230_154815393","barb2",1.01215805471125,20,19.7597597597598,"PB114"
"123","20231230_154815393","barb3",1.00607902735562,21,20.8731117824773,"PB114"
"124","20231230_154843894","barb1",1.00303951367781,18,17.9454545454545,"PB114"
"125","20231230_154843894","barb2",1.02431610942249,19,18.5489614243323,"PB114"
"126","20231230_154843894","barb3",1.01519756838906,23,22.6556886227545,"PB114"
"127","20231230_155007626","barb1",1.00911854103343,23,22.7921686746988,"PB111"
"128","20231230_155007626","barb2",1.00607902735562,22,21.8670694864048,"PB111"
"129","20231230_155007626","barb3",1.01215805471125,23,22.7237237237237,"PB111"
"130","20231230_155025020","barb1",1.01215805471125,19,18.7717717717718,"PB111"
"131","20231230_155025020","barb2",1.00607902735562,20,19.8791540785498,"PB111"
"132","20231230_155025020","barb3",1.00911854103343,22,21.8012048192771,"PB111"
"133","20231230_155058150","barb1",1.01215805471125,23,22.7237237237237,"PB111"
"134","20231230_155058150","barb2",1.00303951367781,22,21.9333333333333,"PB111"
"135","20231230_155058150","barb3",1.01215805471125,21,20.7477477477477,"PB111"
"136","20231230_155233754","barb1",1.00303951367781,23,22.930303030303,"PB110"
"137","20231230_155233754","barb2",1.00607902735562,22,21.8670694864048,"PB110"
"138","20231230_155233754","barb3",1.00303951367781,22,21.9333333333333,"PB110"
"139","20231230_155247743","barb1",1.00911854103343,21,20.8102409638554,"PB110"
"140","20231230_155247743","barb2",1.01215805471125,22,21.7357357357357,"PB110"
"141","20231230_155247743","barb3",1.00607902735562,22,21.8670694864048,"PB110"
"142","20231230_155310119","barb1",1.00911854103343,24,23.7831325301205,"PB110"
"143","20231230_155310119","barb2",1.00607902735562,22,21.8670694864048,"PB110"
"144","20231230_155310119","barb3",1.00607902735562,21,20.8731117824773,"PB110"
"145","20231230_155501959","barb1",1.00303951367781,21,20.9363636363636,"PB105"
"146","20231230_155501959","barb2",1.00607902735562,22,21.8670694864048,"PB105"
"147","20231230_155501959","barb3",1.00607902735562,22,21.8670694864048,"PB105"
"148","20231230_155555742","barb1",1.00911854103343,19,18.828313253012,"PB105"
"149","20231230_155555742","barb2",1.00911854103343,21,20.8102409638554,"PB105"
"150","20231230_155555742","barb3",1.04559270516717,20,19.1279069767442,"PB105"
"151","20231230_155635643","barb1",1.00607902735562,21,20.8731117824773,"PB105"
"152","20231230_155635643","barb2",1.00607902735562,21,20.8731117824773,"PB105"
"153","20231230_155635643","barb3",1.00911854103343,21,20.8102409638554,"PB105"
"154","20231230_155821999","barb1",1.00303951367781,20,19.9393939393939,"PB95"
"155","20231230_155821999","barb2",1.00911854103343,21,20.8102409638554,"PB95"
"156","20231230_155821999","barb3",1.00607902735562,21,20.8731117824773,"PB95"
"157","20231230_155837139","barb1",1.01215805471125,23,22.7237237237237,"PB95"
"158","20231230_155837139","barb2",1.00911854103343,21,20.8102409638554,"PB95"
"159","20231230_155837139","barb3",1.00911854103343,22,21.8012048192771,"PB95"
"160","20231230_155948482","barb1",1.00607902735562,21,20.8731117824773,"PB95"
"161","20231230_155948482","barb2",1.00911854103343,22,21.8012048192771,"PB95"
"162","20231230_155948482","barb3",1.00303951367781,22,21.9333333333333,"PB95"
"163","20231230_160107676","barb1",1.0273556231003,22,21.414201183432,"PB94"
"164","20231230_160107676","barb2",1.01823708206687,21,20.6238805970149,"PB94"
"165","20231230_160107676","barb3",1.00607902735562,21,20.8731117824773,"PB94"
"166","20231230_160128400","barb1",1.01215805471125,23,22.7237237237237,"PB94"
"167","20231230_160128400","barb2",1.00607902735562,22,21.8670694864048,"PB94"
"168","20231230_160128400","barb3",1.01215805471125,24,23.7117117117117,"PB94"
"169","20231230_160144209","barb1",1.01823708206687,23,22.5880597014925,"PB94"
"170","20231230_160144209","barb2",1.04559270516717,18,17.2151162790698,"PB94"
"171","20231230_160144209","barb3",1.00911854103343,22,21.8012048192771,"PB94"
"172","20231230_160311819","barb1",1.01215805471125,20,19.7597597597598,"PB93"
"173","20231230_160311819","barb2",1.00911854103343,20,19.8192771084337,"PB93"
"174","20231230_160311819","barb3",1.01215805471125,21,20.7477477477477,"PB93"
"175","20231230_160331751","barb1",1.00911854103343,21,20.8102409638554,"PB93"
"176","20231230_160331751","barb2",1.01215805471125,21,20.7477477477477,"PB93"
"177","20231230_160331751","barb3",1.00911854103343,19,18.828313253012,"PB93"
"178","20231230_160400688","barb1",1.00607902735562,23,22.8610271903323,"PB93"
"179","20231230_160400688","barb2",1.01215805471125,24,23.7117117117117,"PB93"
"180","20231230_160400688","barb3",1.00911854103343,24,23.7831325301205,"PB93"
"181","20231230_160515536","barb1",1.00607902735562,19,18.8851963746224,"PB92"
"182","20231230_160515536","barb2",1.00607902735562,21,20.8731117824773,"PB92"
"183","20231230_160515536","barb3",1.01215805471125,19,18.7717717717718,"PB92"
"184","20231230_160532398","barb1",1.00911854103343,21,20.8102409638554,"PB92"
"185","20231230_160532398","barb2",1.00911854103343,21,20.8102409638554,"PB92"
"186","20231230_160532398","barb3",1.01215805471125,20,19.7597597597598,"PB92"
"187","20231230_160624666","barb1",1.00303951367781,19,18.9424242424242,"PB92"
"188","20231230_160624666","barb2",1.01823708206687,21,20.6238805970149,"PB92"
"189","20231230_160624666","barb3",1.08206686930091,19,17.5589887640449,"PB92"
"190","20231230_160734764","barb1",1.00303951367781,19,18.9424242424242,"PB91"
"191","20231230_160734764","barb2",1.01215805471125,17,16.7957957957958,"PB91"
"192","20231230_160734764","barb3",1.00607902735562,18,17.8912386706949,"PB91"
"193","20231230_160749545","barb1",1.00607902735562,19,18.8851963746224,"PB91"
"194","20231230_160749545","barb2",1.00911854103343,18,17.8373493975904,"PB91"
"195","20231230_160749545","barb3",1.00303951367781,17,16.9484848484848,"PB91"
"196","20231230_160803965","barb1",1.01519756838906,19,18.7155688622755,"PB91"
"197","20231230_160803965","barb2",1.01215805471125,19,18.7717717717718,"PB91"
"198","20231230_160803965","barb3",1.01215805471125,18,17.7837837837838,"PB91"
"199","20231230_161053385","barb1",1.01519756838906,25,24.625748502994,"PB90"
"200","20231230_161053385","barb2",1.01215805471125,24,23.7117117117117,"PB90"
"201","20231230_161053385","barb3",1.00911854103343,26,25.7650602409639,"PB90"
"202","20231230_161127150","barb1",1.01519756838906,17,16.7455089820359,"PB90"
"203","20231230_161127150","barb2",1.01215805471125,20,19.7597597597598,"PB90"
"204","20231230_161127150","barb3",1.01215805471125,16,15.8078078078078,"PB90"
"205","20231230_161139254","barb1",1.00911854103343,20,19.8192771084337,"PB90"
"206","20231230_161139254","barb2",1.01215805471125,20,19.7597597597598,"PB90"
"207","20231230_161139254","barb3",1.00607902735562,21,20.8731117824773,"PB90"
"208","20231230_161514289","barb1",1.01519756838906,20,19.7005988023952,"PB211"
"209","20231230_161514289","barb2",1.01215805471125,19,18.7717717717718,"PB211"
"210","20231230_161514289","barb3",1,19,19,"PB211"
"211","20231230_161627513","barb1",1.00303951367781,20,19.9393939393939,"PB211"
"212","20231230_161627513","barb2",1.00911854103343,19,18.828313253012,"PB211"
"213","20231230_161627513","barb3",1.00911854103343,20,19.8192771084337,"PB211"
"214","20231230_161659063","barb1",1.00607902735562,14,13.9154078549849,"PB211"
"215","20231230_161659063","barb2",1.01215805471125,18,17.7837837837838,"PB211"
"216","20231230_161659063","barb3",1.00911854103343,19,18.828313253012,"PB211"
"217","20231230_161908114","barb1",1.01823708206687,21,20.6238805970149,"PB212"
"218","20231230_161908114","barb2",1.00911854103343,19,18.828313253012,"PB212"
"219","20231230_161908114","barb3",1.00911854103343,16,15.855421686747,"PB212"
"220","20231230_161925776","barb1",1.00607902735562,21,20.8731117824773,"PB212"
"221","20231230_161925776","barb2",1.00911854103343,19,18.828313253012,"PB212"
"222","20231230_161925776","barb3",1.00911854103343,21,20.8102409638554,"PB212"
"223","20231230_161937957","barb1",1.00607902735562,22,21.8670694864048,"PB212"
"224","20231230_161937957","barb2",1.00607902735562,23,22.8610271903323,"PB212"
"225","20231230_161937957","barb3",1.00911854103343,22,21.8012048192771,"PB212"
"226","20231230_162718319","barb1",1.00607902735562,20,19.8791540785498,"PB190"
"227","20231230_162718319","barb2",1.00303951367781,22,21.9333333333333,"PB190"
"228","20231230_162718319","barb3",1.01823708206687,22,21.6059701492537,"PB190"
"229","20231230_162734053","barb1",1.00607902735562,23,22.8610271903323,"PB190"
"230","20231230_162734053","barb2",1.00607902735562,23,22.8610271903323,"PB190"
"231","20231230_162734053","barb3",1.01215805471125,24,23.7117117117117,"PB190"
"232","20231230_162753661","barb1",1.00607902735562,20,19.8791540785498,"PB190"
"233","20231230_162753661","barb2",1.00607902735562,20,19.8791540785498,"PB190"
"234","20231230_162753661","barb3",1.00911854103343,21,20.8102409638554,"PB190"
"235","20231230_163012951","barb1",1.03343465045593,19,18.3852941176471,"PB280"
"236","20231230_163012951","barb2",1.00607902735562,19,18.8851963746224,"PB280"
"237","20231230_163012951","barb3",1.03039513677812,20,19.4100294985251,"PB280"
"238","20231230_163122548","barb1",1.00911854103343,20,19.8192771084337,"PB280"
"239","20231230_163122548","barb2",1.00607902735562,22,21.8670694864048,"PB280"
"240","20231230_163122548","barb3",1.00303951367781,19,18.9424242424242,"PB280"
"241","20231230_163153071","barb1",1.00607902735562,23,22.8610271903323,"PB280"
"242","20231230_163153071","barb2",1.00911854103343,22,21.8012048192771,"PB280"
"243","20231230_163153071","barb3",1.00911854103343,21,20.8102409638554,"PB280"
"244","20231230_163329236","barb1",1.00303951367781,18,17.9454545454545,"PB295"
"245","20231230_163329236","barb2",1.00607902735562,19,18.8851963746224,"PB295"
"246","20231230_163329236","barb3",1.00607902735562,21,20.8731117824773,"PB295"
"247","20231230_163350785","barb1",1.01215805471125,19,18.7717717717718,"PB295"
"248","20231230_163350785","barb2",1.0273556231003,20,19.4674556213018,"PB295"
"249","20231230_163350785","barb3",1.00607902735562,19,18.8851963746224,"PB295"
"250","20231230_163431733","barb1",1.00911854103343,18,17.8373493975904,"PB295"
"251","20231230_163431733","barb2",1.00303951367781,18,17.9454545454545,"PB295"
"252","20231230_163431733","barb3",1.00303951367781,20,19.9393939393939,"PB295"
"253","20231230_163637953","barb1",1.00607902735562,22,21.8670694864048,"PB301"
"254","20231230_163637953","barb2",1,21,21,"PB301"
"255","20231230_163637953","barb3",1.00303951367781,21,20.9363636363636,"PB301"
"256","20231230_163654355","barb1",1.00607902735562,21,20.8731117824773,"PB301"
"257","20231230_163654355","barb2",1.00911854103343,21,20.8102409638554,"PB301"
"258","20231230_163654355","barb3",1.00911854103343,20,19.8192771084337,"PB301"
"259","20231230_163712936","barb1",1.00303951367781,19,18.9424242424242,"PB301"
"260","20231230_163712936","barb2",1.00607902735562,20,19.8791540785498,"PB301"
"261","20231230_163712936","barb3",1.00911854103343,20,19.8192771084337,"PB301"
"262","20231230_163910651","barb1",1.01215805471125,17,16.7957957957958,"PB207"
"263","20231230_163910651","barb2",1.00303951367781,17,16.9484848484848,"PB207"
"264","20231230_163910651","barb3",1.00303951367781,17,16.9484848484848,"PB207"
"265","20231230_163936909","barb1",1.01215805471125,21,20.7477477477477,"PB207"
"266","20231230_163936909","barb2",1.00607902735562,19,18.8851963746224,"PB207"
"267","20231230_163936909","barb3",1.00607902735562,18,17.8912386706949,"PB207"
"268","20231230_164010414","barb1",1.00303951367781,16,15.9515151515151,"PB207"
"269","20231230_164010414","barb2",1.00303951367781,16,15.9515151515151,"PB207"
"270","20231230_164010414","barb3",1.00911854103343,17,16.8463855421687,"PB207"
"271","20231230_164616562","barb1",1.01519756838906,20,19.7005988023952,"PB303"
"272","20231230_164616562","barb2",1.01215805471125,20,19.7597597597598,"PB303"
"273","20231230_164616562","barb3",1.00607902735562,19,18.8851963746224,"PB303"
"274","20231230_164634477","barb1",1.00607902735562,22,21.8670694864048,"PB303"
"275","20231230_164634477","barb2",1.01215805471125,22,21.7357357357357,"PB303"
"276","20231230_164634477","barb3",1.00303951367781,22,21.9333333333333,"PB303"
"277","20231230_164651236","barb1",1.00607902735562,22,21.8670694864048,"PB303"
"278","20231230_164651236","barb2",1.00911854103343,23,22.7921686746988,"PB303"
"279","20231230_164651236","barb3",1.00303951367781,19,18.9424242424242,"PB303"
"280","20231230_165311004","barb1",1.00911854103343,18,17.8373493975904,"PB304"
"281","20231230_165311004","barb2",1.00303951367781,20,19.9393939393939,"PB304"
"282","20231230_165311004","barb3",1.00303951367781,19,18.9424242424242,"PB304"
"283","20231230_165357765","barb1",1.00607902735562,21,20.8731117824773,"PB304"
"284","20231230_165357765","barb2",1.00303951367781,22,21.9333333333333,"PB304"
"285","20231230_165357765","barb3",1.01519756838906,19,18.7155688622755,"PB304"
"286","20231230_165418561","barb1",1.00911854103343,20,19.8192771084337,"PB304"
"287","20231230_165418561","barb2",1.00303951367781,21,20.9363636363636,"PB304"
"288","20231230_165418561","barb3",1.00607902735562,21,20.8731117824773,"PB304"
"289","20231230_165719231","barb1",1.00911854103343,20,19.8192771084337,"PB184"
"290","20231230_165719231","barb2",1.00607902735562,19,18.8851963746224,"PB184"
"291","20231230_165719231","barb3",1.00607902735562,19,18.8851963746224,"PB184"
"292","20231230_165802697","barb1",1.00607902735562,21,20.8731117824773,"PB184"
"293","20231230_165802697","barb2",1.01519756838906,21,20.685628742515,"PB184"
"294","20231230_165802697","barb3",1.00911854103343,21,20.8102409638554,"PB184"
"295","20231230_165826353","barb1",1.00607902735562,20,19.8791540785498,"PB184"
"296","20231230_165826353","barb2",1.00303951367781,20,19.9393939393939,"PB184"
"297","20231230_165826353","barb3",1.00607902735562,20,19.8791540785498,"PB184"
"298","20231230_170017962","barb1",1.01823708206687,20,19.6417910447761,"PB159"
"299","20231230_170017962","barb2",1.00607902735562,19,18.8851963746224,"PB159"
"300","20231230_170017962","barb3",1.00911854103343,19,18.828313253012,"PB159"
"301","20231230_170033207","barb1",1.00911854103343,18,17.8373493975904,"PB159"
"302","20231230_170033207","barb2",1.00607902735562,18,17.8912386706949,"PB159"
"303","20231230_170033207","barb3",1.00911854103343,19,18.828313253012,"PB159"
"304","20231230_170117752","barb1",1.00911854103343,18,17.8373493975904,"PB159"
"305","20231230_170117752","barb2",1.00607902735562,19,18.8851963746224,"PB159"
"306","20231230_170117752","barb3",1.00303951367781,19,18.9424242424242,"PB159"
"307","20231230_170314250","barb1",1.00911854103343,18,17.8373493975904,"PB165"
"308","20231230_170314250","barb2",1.01215805471125,19,18.7717717717718,"PB165"
"309","20231230_170314250","barb3",1.00607902735562,19,18.8851963746224,"PB165"
"310","20231230_170334149","barb1",1.01215805471125,18,17.7837837837838,"PB165"
"311","20231230_170334149","barb2",1.00911854103343,19,18.828313253012,"PB165"
"312","20231230_170334149","barb3",1.00303951367781,20,19.9393939393939,"PB165"
"313","20231230_170358328","barb1",1.02127659574468,19,18.6041666666667,"PB165"
"314","20231230_170358328","barb2",1.01215805471125,20,19.7597597597598,"PB165"
"315","20231230_170358328","barb3",1.00911854103343,21,20.8102409638554,"PB165"
"316","20231230_170519550","barb1",1.01519756838906,19,18.7155688622755,"PB185"
"317","20231230_170519550","barb2",1.01823708206687,18,17.6776119402985,"PB185"
"318","20231230_170519550","barb3",1.02431610942249,19,18.5489614243323,"PB185"
"319","20231230_170600077","barb1",1.01823708206687,19,18.6597014925373,"PB185"
"320","20231230_170600077","barb2",1.04255319148936,20,19.1836734693878,"PB185"
"321","20231230_170600077","barb3",1.01823708206687,20,19.6417910447761,"PB185"
"322","20231230_170624689","barb1",1.00911854103343,21,20.8102409638554,"PB185"
"323","20231230_170624689","barb2",1.00303951367781,22,21.9333333333333,"PB185"
"324","20231230_170624689","barb3",1.00607902735562,20,19.8791540785498,"PB185"
"325","20231230_170909889","barb1",1.00303951367781,21,20.9363636363636,"PB154"
"326","20231230_170909889","barb2",1.00607902735562,20,19.8791540785498,"PB154"
"327","20231230_170909889","barb3",1.00911854103343,20,19.8192771084337,"PB154"
"328","20231230_170925801","barb1",1.00607902735562,23,22.8610271903323,"PB154"
"329","20231230_170925801","barb2",1.00303951367781,23,22.930303030303,"PB154"
"330","20231230_170925801","barb3",1.00911854103343,21,20.8102409638554,"PB154"
"331","20231230_170940842","barb1",1.00607902735562,19,18.8851963746224,"PB154"
"332","20231230_170940842","barb2",1.02127659574468,20,19.5833333333333,"PB154"
"333","20231230_170940842","barb3",1.01215805471125,21,20.7477477477477,"PB154"
"334","20231230_171120375","barb1",1.00607902735562,18,17.8912386706949,"PB158"
"335","20231230_171120375","barb2",1,19,19,"PB158"
"336","20231230_171120375","barb3",1.00607902735562,19,18.8851963746224,"PB158"
"337","20231230_171139062","barb1",1.01519756838906,18,17.7305389221557,"PB158"
"338","20231230_171139062","barb2",1.00911854103343,17,16.8463855421687,"PB158"
"339","20231230_171139062","barb3",1.00607902735562,18,17.8912386706949,"PB158"
"340","20231230_171158034","barb1",1.00607902735562,19,18.8851963746224,"PB158"
"341","20231230_171158034","barb2",1.01215805471125,19,18.7717717717718,"PB158"
"342","20231230_171158034","barb3",1.00911854103343,18,17.8373493975904,"PB158"
"343","20231230_171340293","barb1",1.00607902735562,20,19.8791540785498,"PB204"
"344","20231230_171340293","barb2",1.00303951367781,18,17.9454545454545,"PB204"
"345","20231230_171340293","barb3",1.00607902735562,17,16.8972809667674,"PB204"
"346","20231230_171406237","barb1",1.00911854103343,21,20.8102409638554,"PB204"
"347","20231230_171406237","barb2",1.00607902735562,24,23.8549848942598,"PB204"
"348","20231230_171406237","barb3",1.00303951367781,22,21.9333333333333,"PB204"
"349","20231230_171420232","barb1",1.00607902735562,22,21.8670694864048,"PB204"
"350","20231230_171420232","barb2",1.00607902735562,22,21.8670694864048,"PB204"
"351","20231230_171420232","barb3",1.00303951367781,22,21.9333333333333,"PB204"
"352","20231230_171546761","barb1",1.00911854103343,20,19.8192771084337,"PB164"
"353","20231230_171546761","barb2",1,19,19,"PB164"
"354","20231230_171546761","barb3",1.01215805471125,20,19.7597597597598,"PB164"
"355","20231230_171606658","barb1",1.00303951367781,20,19.9393939393939,"PB164"
"356","20231230_171606658","barb2",1.00303951367781,21,20.9363636363636,"PB164"
"357","20231230_171606658","barb3",1.00607902735562,23,22.8610271903323,"PB164"
"358","20231230_171701588","barb1",1.02127659574468,22,21.5416666666667,"PB164"
"359","20231230_171701588","barb2",1.01519756838906,20,19.7005988023952,"PB164"
